event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,15-01-2014,135.0,40.0,95.0,461600.0,197600.0,264000.0,WEDNESDAY,H,H,HHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,15-01-2014,96.0,29.0,67.0,377200.0,176400.0,200800.0,WEDNESDAY,H,H,HHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,15-01-2014,69.0,44.0,25.0,313100.0,223600.0,89500.0,WEDNESDAY,H,H,HHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,15-01-2014,139.0,74.0,65.0,522100.0,323700.0,198400.0,WEDNESDAY,H,H,HHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,15-01-2014,78.0,39.0,39.0,313800.0,217600.0,96200.0,WEDNESDAY,H,H,HHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,16-01-2014,130.0,43.0,87.0,438400.0,216400.0,222000.0,THURSDAY,H,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,16-01-2014,127.0,43.0,84.0,352600.0,159800.0,192800.0,THURSDAY,H,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,16-01-2014,90.0,64.0,26.0,217900.0,169600.0,48300.0,THURSDAY,H,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,16-01-2014,195.0,99.0,96.0,771000.0,315300.0,455700.0,THURSDAY,H,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,16-01-2014,116.0,36.0,80.0,354500.0,119900.0,234600.0,THURSDAY,H,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,17-01-2014,112.0,40.0,72.0,342800.0,176600.0,166200.0,FRIDAY,NH,W,HWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,17-01-2014,155.0,83.0,72.0,660800.0,462500.0,198300.0,FRIDAY,NH,W,HWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,17-01-2014,97.0,74.0,23.0,514700.0,458700.0,56000.0,FRIDAY,NH,W,HWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,17-01-2014,260.0,171.0,89.0,1184400.0,847600.0,336800.0,FRIDAY,NH,W,HWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,17-01-2014,239.0,58.0,181.0,1042800.0,248900.0,793900.0,FRIDAY,NH,W,HWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,18-01-2014,120.0,20.0,100.0,404500.0,144400.0,260100.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,18-01-2014,152.0,62.0,90.0,598900.0,337500.0,261400.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,18-01-2014,105.0,81.0,24.0,570700.0,515500.0,55200.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,18-01-2014,200.0,144.0,56.0,775300.0,569000.0,206300.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,18-01-2014,170.0,54.0,116.0,741600.0,337800.0,403800.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,19-01-2014,123.0,27.0,96.0,389500.0,138800.0,250700.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,19-01-2014,103.0,27.0,76.0,266000.0,89400.0,176600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,19-01-2014,127.0,97.0,30.0,530300.0,404900.0,125400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,19-01-2014,113.0,80.0,33.0,411500.0,323900.0,87600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,19-01-2014,148.0,36.0,112.0,461600.0,96300.0,365300.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,20-01-2014,85.0,40.0,45.0,310400.0,186400.0,124000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,20-01-2014,168.0,87.0,81.0,550500.0,353600.0,196900.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,20-01-2014,119.0,96.0,23.0,793400.0,740800.0,52600.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,20-01-2014,232.0,177.0,55.0,1411100.0,1160500.0,250600.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,20-01-2014,187.0,70.0,117.0,762100.0,327300.0,434800.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,21-01-2014,85.0,34.0,51.0,319800.0,182400.0,137400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,21-01-2014,128.0,68.0,60.0,373800.0,196100.0,177700.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,21-01-2014,79.0,67.0,12.0,244500.0,222500.0,22000.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,21-01-2014,196.0,154.0,42.0,1005000.0,892900.0,112100.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,21-01-2014,175.0,59.0,116.0,801900.0,340400.0,461500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,22-01-2014,96.0,29.0,67.0,220000.0,100400.0,119600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,22-01-2014,163.0,86.0,77.0,572800.0,372200.0,200600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,22-01-2014,127.0,95.0,32.0,615800.0,506700.0,109100.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,22-01-2014,202.0,154.0,48.0,1030800.0,858400.0,172400.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,22-01-2014,157.0,67.0,90.0,705700.0,444300.0,261400.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,23-01-2014,81.0,40.0,41.0,264600.0,166900.0,97700.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,23-01-2014,130.0,67.0,63.0,564300.0,384500.0,179800.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,23-01-2014,103.0,80.0,23.0,547200.0,509100.0,38100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,23-01-2014,181.0,143.0,38.0,736400.0,577500.0,158900.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,23-01-2014,110.0,69.0,41.0,461800.0,308500.0,153300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,24-01-2014,118.0,45.0,73.0,385300.0,244400.0,140900.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,24-01-2014,175.0,81.0,94.0,591200.0,396000.0,195200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,24-01-2014,78.0,63.0,15.0,380500.0,354600.0,25900.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,24-01-2014,162.0,119.0,43.0,704200.0,530400.0,173800.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,24-01-2014,86.0,45.0,41.0,362700.0,285300.0,77400.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,25-01-2014,97.0,37.0,60.0,258500.0,106300.0,152200.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,25-01-2014,166.0,89.0,77.0,579700.0,399300.0,180400.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,25-01-2014,70.0,54.0,16.0,386900.0,341700.0,45200.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,25-01-2014,272.0,202.0,70.0,1450300.0,1146500.0,303800.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,25-01-2014,144.0,61.0,83.0,636700.0,339900.0,296800.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,26-01-2014,118.0,31.0,87.0,415800.0,182400.0,233400.0,SUNDAY,N,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,26-01-2014,149.0,44.0,105.0,365800.0,131200.0,234600.0,SUNDAY,N,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,26-01-2014,97.0,74.0,23.0,435900.0,406800.0,29100.0,SUNDAY,N,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,26-01-2014,110.0,76.0,34.0,492500.0,388000.0,104500.0,SUNDAY,N,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,26-01-2014,137.0,35.0,102.0,349900.0,137100.0,212800.0,SUNDAY,N,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,27-01-2014,92.0,29.0,63.0,279800.0,124800.0,155000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,27-01-2014,133.0,66.0,67.0,511600.0,318500.0,193100.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,27-01-2014,112.0,92.0,20.0,524800.0,494600.0,30200.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,27-01-2014,208.0,161.0,47.0,1032800.0,843000.0,189800.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,27-01-2014,127.0,46.0,81.0,467400.0,216200.0,251200.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,28-01-2014,107.0,47.0,60.0,398200.0,251800.0,146400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,28-01-2014,106.0,58.0,48.0,367500.0,278800.0,88700.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,28-01-2014,86.0,74.0,12.0,494900.0,487200.0,7700.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,28-01-2014,209.0,170.0,39.0,836400.0,743000.0,93400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,28-01-2014,139.0,33.0,106.0,444200.0,152500.0,291700.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,29-01-2014,84.0,31.0,53.0,234200.0,148800.0,85400.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,29-01-2014,130.0,79.0,51.0,606900.0,391100.0,215800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,29-01-2014,91.0,73.0,18.0,372900.0,311000.0,61900.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,29-01-2014,206.0,162.0,44.0,988900.0,836200.0,152700.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,29-01-2014,148.0,46.0,102.0,549600.0,257200.0,292400.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,30-01-2014,67.0,33.0,34.0,274700.0,177600.0,97100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,30-01-2014,126.0,71.0,55.0,487200.0,292800.0,194400.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,30-01-2014,129.0,101.0,28.0,715300.0,644800.0,70500.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,30-01-2014,237.0,181.0,56.0,1443400.0,1176100.0,267300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,30-01-2014,126.0,43.0,83.0,592100.0,267700.0,324400.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,31-01-2014,120.0,48.0,72.0,401100.0,210000.0,191100.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,31-01-2014,191.0,103.0,88.0,692200.0,396300.0,295900.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,31-01-2014,132.0,100.0,32.0,643500.0,511800.0,131700.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,31-01-2014,259.0,214.0,45.0,1245300.0,1076000.0,169300.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,31-01-2014,231.0,67.0,164.0,980200.0,298000.0,682200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,1/2/2014,93.0,46.0,47.0,384700.0,264200.0,120500.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,1/2/2014,154.0,99.0,55.0,651400.0,415800.0,235600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,1/2/2014,133.0,112.0,21.0,654500.0,598600.0,55900.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,1/2/2014,296.0,220.0,76.0,1588000.0,1181000.0,407000.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,1/2/2014,195.0,57.0,138.0,937600.0,323600.0,614000.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,2/2/2014,128.0,45.0,83.0,543000.0,288000.0,255000.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,2/2/2014,162.0,50.0,112.0,556200.0,222800.0,333400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,2/2/2014,119.0,79.0,40.0,419200.0,291600.0,127600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,2/2/2014,144.0,77.0,67.0,726800.0,335400.0,391400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,2/2/2014,267.0,50.0,217.0,1201400.0,274000.0,927400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,3/2/2014,95.0,30.0,65.0,344200.0,146200.0,198000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,3/2/2014,188.0,106.0,82.0,643200.0,349400.0,293800.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,3/2/2014,136.0,112.0,24.0,666500.0,539400.0,127100.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,3/2/2014,315.0,216.0,99.0,1831700.0,1361200.0,470500.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,3/2/2014,140.0,42.0,98.0,498600.0,173600.0,325000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,4/2/2014,154.0,43.0,111.0,540000.0,110700.0,429300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,4/2/2014,195.0,89.0,106.0,727100.0,394600.0,332500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,4/2/2014,117.0,96.0,21.0,742200.0,626700.0,115500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,4/2/2014,254.0,161.0,93.0,1362500.0,880600.0,481900.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,4/2/2014,192.0,71.0,121.0,981600.0,405400.0,576200.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,5/2/2014,119.0,50.0,69.0,354500.0,157500.0,197000.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,5/2/2014,194.0,72.0,122.0,741900.0,332100.0,409800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,5/2/2014,96.0,79.0,17.0,437800.0,402200.0,35600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,5/2/2014,289.0,195.0,94.0,1558600.0,1131500.0,427100.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,5/2/2014,173.0,74.0,99.0,708600.0,242600.0,466000.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,6/2/2014,101.0,41.0,60.0,335000.0,206600.0,128400.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,6/2/2014,201.0,101.0,100.0,876300.0,531300.0,345000.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,6/2/2014,115.0,75.0,40.0,621500.0,495600.0,125900.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,6/2/2014,265.0,196.0,69.0,1331900.0,1053600.0,278300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,6/2/2014,220.0,68.0,152.0,866200.0,380400.0,485800.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,7/2/2014,111.0,44.0,67.0,545900.0,316200.0,229700.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,7/2/2014,188.0,88.0,100.0,710100.0,393900.0,316200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,7/2/2014,104.0,77.0,27.0,483300.0,376500.0,106800.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,7/2/2014,215.0,161.0,54.0,1049600.0,869500.0,180100.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,7/2/2014,183.0,46.0,137.0,643800.0,205900.0,437900.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,8/2/2014,97.0,34.0,63.0,385900.0,225000.0,160900.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,8/2/2014,194.0,110.0,84.0,773700.0,574800.0,198900.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,8/2/2014,128.0,93.0,35.0,607300.0,515100.0,92200.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,8/2/2014,263.0,183.0,80.0,1212800.0,843400.0,369400.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,8/2/2014,236.0,80.0,156.0,1087300.0,473700.0,613600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,9/2/2014,48.0,23.0,25.0,175500.0,100100.0,75400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,9/2/2014,73.0,38.0,35.0,197100.0,120400.0,76700.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,9/2/2014,94.0,82.0,12.0,430300.0,387100.0,43200.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,9/2/2014,114.0,88.0,26.0,467200.0,394900.0,72300.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,9/2/2014,81.0,37.0,44.0,357400.0,181100.0,176300.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,10/2/2014,86.0,26.0,60.0,316100.0,139600.0,176500.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,10/2/2014,196.0,95.0,101.0,881600.0,630200.0,251400.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,10/2/2014,117.0,83.0,34.0,576200.0,459700.0,116500.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,10/2/2014,209.0,141.0,68.0,904300.0,596700.0,307600.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,10/2/2014,212.0,58.0,154.0,1127700.0,318000.0,809700.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,11/2/2014,112.0,35.0,77.0,396100.0,199600.0,196500.0,TUESDAY,NH,W,WWW
